MsCode,DemCode,EstCode,Year,Estimate,SE,LowerCIB,UpperCIB,Flag
MEASB,ETHG03,A_Proportion,2022,19.5,5.1,14.4,24.6,
MEASB,ETHG03,B_Number,2022,31.6,8.5,23.1,40.1,
MEASB,ETHG03,C_Population,2022,162.4,21,141.4,183.4,
MEASB,ETHG03,D_Proportion_diff,2022,4.8,5.7,-0.9,10.5,
MEASB,ETHG03,E_Number_diff,2022,10.4,9.1,1.3,19.5,
MEASB,ETHG04,A_Proportion,2022,17,4.1,12.9,21.1,
MEASB,ETHG04,B_Number,2022,34.8,9,25.8,43.7,
MEASB,ETHG04,C_Population,2022,204.6,21.1,183.5,225.7,
MEASB,ETHG04,D_Proportion_diff,2022,-2.2,5.1,-7.3,2.9,
MEASB,ETHG04,E_Number_diff,2022,-6.3,11.3,-17.6,5,
MEASB,ETHG05,A_Proportion,2022,18,14.1,3.9,32.1,
MEASB,ETHG05,B_Number,2022,4.4,3.8,0.6,8.3,
MEASB,ETHG05,C_Population,2022,24.6,6.8,17.8,31.4,
MEASB,ETHG05,D_Proportion_diff,2022,-5.4,18.4,-23.8,13,
MEASB,ETHG05,E_Number_diff,2022,-1.9,5.3,-7.2,3.4,
MEASB,ETHG06,A_Proportion,2022,8.7,9,-0.2,17.7,
MEASB,ETHG06,B_Number,2022,1.4,1.4,0,2.9,
MEASB,ETHG06,C_Population,2022,16.3,7.3,9,23.6,
MEASB,ETHG06,D_Proportion_diff,2022,-8.3,12.9,-21.2,4.6,
MEASB,ETHG06,E_Number_diff,2022,-1.3,2.1,-3.4,0.8,
MEASB,ETHG99,A_Proportion,2022,14.4,1.7,12.7,16.2,
MEASB,ETHG99,B_Number,2022,166.2,20,146.2,186.2,
MEASB,ETHG99,C_Population,2022,1150.5, , , ,NA
MEASB,ETHG99,D_Proportion_diff,2022,-0.5,2.1,-2.7,1.6,
MEASB,ETHG99,E_Number_diff,2022,-5.8,24.6,-30.4,18.8,
MEASB,REGC01,A_Proportion,2022,,,,,Q
MEASB,REGC01,B_Number,2022,,,,,Q
MEASB,REGC01,C_Population,2022,51.9,4.4,47.5,56.3,
MEASB,REGC01,D_Proportion_diff,2022,,,,,Q
MEASB,REGC01,E_Number_diff,2022,,,,,Q
MEASB,REGC02,A_Proportion,2022,,,,,Q
MEASB,REGC02,B_Number,2022,,,,,Q
MEASB,REGC02,C_Population,2022,401.6,16.6,385,418.3,
MEASB,REGC02,D_Proportion_diff,2022,,,,,Q
MEASB,REGC02,E_Number_diff,2022,,,,,Q
MEASB,REGC03,A_Proportion,2022,,,,,Q
MEASB,REGC03,B_Number,2022,,,,,Q
MEASB,REGC03,C_Population,2022,117.2,8.6,108.6,125.8,
MEASB,REGC03,D_Proportion_diff,2022,,,,,Q
MEASB,REGC03,E_Number_diff,2022,,,,,Q
MEASB,REGC04,A_Proportion,2022,,,,,Q
MEASB,REGC04,B_Number,2022,,,,,Q
MEASB,REGC04,C_Population,2022,82.9,8.8,74.1,91.7,
MEASB,REGC04,D_Proportion_diff,2022,,,,,Q
MEASB,REGC04,E_Number_diff,2022,,,,,Q
MEASB,REGC05,A_Proportion,2022,,,,,Q
MEASB,REGC05,B_Number,2022,,,,,Q
MEASB,REGC05,C_Population,2022,51.4,6.6,44.7,58,
MEASB,REGC05,D_Proportion_diff,2022,,,,,Q
MEASB,REGC05,E_Number_diff,2022,,,,,Q
MEASB,REGC06,A_Proportion,2022,,,,,Q
MEASB,REGC06,B_Number,2022,,,,,Q
MEASB,REGC06,C_Population,2022,32.5,3.9,28.5,36.4,
MEASB,REGC06,D_Proportion_diff,2022,,,,,Q
MEASB,REGC06,E_Number_diff,2022,,,,,Q
MEASB,REGC07,A_Proportion,2022,,,,,Q
MEASB,REGC07,B_Number,2022,,,,,Q
MEASB,REGC07,C_Population,2022,59.8,6,53.9,65.8,
MEASB,REGC07,D_Proportion_diff,2022,,,,,Q
MEASB,REGC07,E_Number_diff,2022,,,,,Q
MEASB,REGC08,A_Proportion,2022,,,,,Q
MEASB,REGC08,B_Number,2022,,,,,Q
MEASB,REGC08,C_Population,2022,109,11.4,97.6,120.4,
MEASB,REGC08,D_Proportion_diff,2022,,,,,Q
MEASB,REGC08,E_Number_diff,2022,,,,,Q
MEASB,REGC09,A_Proportion,2022,,,,,Q
MEASB,REGC09,B_Number,2022,,,,,Q
MEASB,REGC09,C_Population,2022,46,4.4,41.5,50.4,
MEASB,REGC09,D_Proportion_diff,2022,,,,,Q
MEASB,REGC09,E_Number_diff,2022,,,,,Q
MEASB,REGC10,A_Proportion,2022,,,,,Q
MEASB,REGC10,B_Number,2022,,,,,Q
MEASB,REGC10,C_Population,2022,128.2,12.8,115.4,141,
MEASB,REGC10,D_Proportion_diff,2022,,,,,Q
MEASB,REGC10,E_Number_diff,2022,,,,,Q
MEASB,REGC11,A_Proportion,2022,,,,,Q
MEASB,REGC11,B_Number,2022,,,,,Q
MEASB,REGC11,C_Population,2022,48,8.8,39.2,56.7,
MEASB,REGC11,D_Proportion_diff,2022,,,,,Q
MEASB,REGC11,E_Number_diff,2022,,,,,Q
MEASB,REGC12,A_Proportion,2022,,,,,Q
MEASB,REGC12,B_Number,2022,,,,,Q
MEASB,REGC12,C_Population,2022,22.1,3.4,18.7,25.4,
MEASB,REGC12,D_Proportion_diff,2022,,,,,Q
MEASB,REGC12,E_Number_diff,2022,,,,,Q
MEASB,REGC99,A_Proportion,2022,14.4,1.7,12.7,16.2,
MEASB,REGC99,B_Number,2022,166.2,20,146.2,186.2,
MEASB,REGC99,C_Population,2022,1150.5, , , ,NA
MEASB,REGC99,D_Proportion_diff,2022,-0.5,2.1,-2.7,1.6,
MEASB,REGC99,E_Number_diff,2022,-5.8,24.6,-30.4,18.8,
MEASC,DISD01,A_Proportion,2022,21.8,4.8,16.9,26.6,
MEASC,DISD01,B_Number,2022,23.8,6.4,17.4,30.1,
MEASC,DISD01,C_Population,2022,109.2,13.4,95.8,122.6,
MEASC,DISD01,D_Proportion_diff,2022,1.2,5.3,-4,6.5,
MEASC,DISD01,E_Number_diff,2022,-2.3,6.7,-9,4.5,
MEASC,DISD02,A_Proportion,2022,9,1.5,7.5,10.4,
MEASC,DISD02,B_Number,2022,82.5,13.3,69.1,95.8,
MEASC,DISD02,C_Population,2022,918.5,16.4,902.1,934.9,
MEASC,DISD02,D_Proportion_diff,2022,-0.8,1.7,-2.5,1,
MEASC,DISD02,E_Number_diff,2022,-4.8,15.8,-20.6,11,
MEASC,DISH01,A_Proportion,2022,21.3,3.8,17.5,25.1,
MEASC,DISH01,B_Number,2022,67.3,13.8,53.5,81.2,
MEASC,DISH01,C_Population,2022,316.2,24.6,291.6,340.8,
MEASC,DISH01,D_Proportion_diff,2022,0.2,4.8,-4.6,4.9,
MEASC,DISH01,E_Number_diff,2022,-7.3,17.2,-24.5,9.8,
MEASC,DISH02,A_Proportion,2022,6.4,1.2,5.1,7.6,
MEASC,DISH02,B_Number,2022,53,10.1,42.9,63.1,
MEASC,DISH02,C_Population,2022,833.3,24.6,808.6,857.9,
MEASC,DISH02,D_Proportion_diff,2022,-0.1,1.7,-1.8,1.6,
MEASC,DISH02,E_Number_diff,2022,2,14.1,-12.1,16,
MEASC,DISH99,A_Proportion,2022,10.5,1.5,8.9,12,
MEASC,DISH99,B_Number,2022,120.3,17.5,102.8,137.8,
MEASC,DISH99,C_Population,2022,1149.4,1,1148.4,1150.4,
MEASC,DISH99,D_Proportion_diff,2022,-0.5,1.7,-2.2,1.2,
MEASC,DISH99,E_Number_diff,2022,-5.4,19.7,-25.1,14.3,
MEASC,ETHG01,A_Proportion,2022,7.7,1.6,6.1,9.3,
MEASC,ETHG01,B_Number,2022,57.9,12.6,45.3,70.5,
MEASC,ETHG01,C_Population,2022,751.8,28.4,723.4,780.2,
MEASC,ETHG01,D_Proportion_diff,2022,-0.1,2,-2.1,2,
MEASC,ETHG01,E_Number_diff,2022,-0.6,15.7,-16.2,15.1,
MEASC,ETHG02,A_Proportion,2022,18.8,3.6,15.3,22.4,
MEASC,ETHG02,B_Number,2022,57.9,12,45.9,69.9,
MEASC,ETHG02,C_Population,2022,307.5,21.9,285.6,329.4,
MEASC,ETHG02,D_Proportion_diff,2022,-1.4,4.3,-5.7,2.9,
MEASC,ETHG02,E_Number_diff,2022,-2.4,14.8,-17.2,12.5,
MEASC,ETHG03,A_Proportion,2022,25.9,6.4,19.5,32.3,
MEASC,ETHG03,B_Number,2022,40.8,13,27.8,53.8,
MEASC,ETHG03,C_Population,2022,157.4,22.1,135.3,179.4,
MEASC,ETHG03,D_Proportion_diff,2022,1.9,8.2,-6.2,10.1,
MEASC,ETHG03,E_Number_diff,2022,6.9,16.1,-9.2,23,
MEASC,ETHG04,A_Proportion,2022,3.7,1.7,2,5.4,
MEASC,ETHG04,B_Number,2022,7.6,3.6,3.9,11.2,
MEASC,ETHG04,C_Population,2022,202.6,22.4,180.2,224.9,
MEASC,ETHG04,D_Proportion_diff,2022,-1.1,2.5,-3.6,1.4,
MEASC,ETHG04,E_Number_diff,2022,-2.8,5.6,-8.4,2.9,
MEASC,ETHG05,A_Proportion,2022,11.7,8.8,2.9,20.5,
MEASC,ETHG05,B_Number,2022,2.8,2.2,0.6,5,
MEASC,ETHG05,C_Population,2022,24.2,6.7,17.5,30.9,
MEASC,ETHG05,D_Proportion_diff,2022,6.7,9.8,-3.1,16.5,
MEASC,ETHG05,E_Number_diff,2022,1.5,2.5,-1.1,4,
MEASC,ETHG06,A_Proportion,2022, , , , ,S
MEASC,ETHG06,B_Number,2022, , , , ,S
MEASC,ETHG06,C_Population,2022,17.2,7.7,9.5,24.9,
MEASC,ETHG06,D_Proportion_diff,2022, , , , ,S
MEASC,ETHG06,E_Number_diff,2022, , , , ,S
MEASC,ETHG99,A_Proportion,2022,10.5,1.5,8.9,12,
MEASC,ETHG99,B_Number,2022,120.3,17.5,102.8,137.8,
MEASC,ETHG99,C_Population,2022,1149.4,1,1148.4,1150.4,
MEASC,ETHG99,D_Proportion_diff,2022,-0.5,1.7,-2.2,1.2,
MEASC,ETHG99,E_Number_diff,2022,-5.4,19.7,-25.1,14.3,
MEASC,REGC01,A_Proportion,2022,,,,,Q
MEASC,REGC01,B_Number,2022,,,,,Q
MEASC,REGC01,C_Population,2022,52.1,4.8,47.3,56.9,
MEASC,REGC01,D_Proportion_diff,2022,,,,,Q
MEASC,REGC01,E_Number_diff,2022,,,,,Q
MEASC,REGC02,A_Proportion,2022,,,,,Q
MEASC,REGC02,B_Number,2022,,,,,Q
MEASC,REGC02,C_Population,2022,400.2,17.7,382.5,417.9,
MEASC,REGC02,D_Proportion_diff,2022,,,,,Q
MEASC,REGC02,E_Number_diff,2022,,,,,Q
MEASC,REGC03,A_Proportion,2022,,,,,Q
MEASC,REGC03,B_Number,2022,,,,,Q
MEASC,REGC03,C_Population,2022,115.8,9.5,106.3,125.3,
MEASC,REGC03,D_Proportion_diff,2022,,,,,Q
MEASC,REGC03,E_Number_diff,2022,,,,,Q
MEASC,REGC04,A_Proportion,2022,,,,,Q
MEASC,REGC04,B_Number,2022,,,,,Q
MEASC,REGC04,C_Population,2022,83,10.1,72.8,93.1,
MEASC,REGC04,D_Proportion_diff,2022,,,,,Q
MEASC,REGC04,E_Number_diff,2022,,,,,Q
MEASC,REGC05,A_Proportion,2022,,,,,Q
MEASC,REGC05,B_Number,2022,,,,,Q
MEASC,REGC05,C_Population,2022,51.8,6.6,45.2,58.4,
MEASC,REGC05,D_Proportion_diff,2022,,,,,Q
MEASC,REGC05,E_Number_diff,2022,,,,,Q
MEASC,REGC06,A_Proportion,2022,,,,,Q
MEASC,REGC06,B_Number,2022,,,,,Q
MEASC,REGC06,C_Population,2022,32.3,4.2,28.1,36.5,
MEASC,REGC06,D_Proportion_diff,2022,,,,,Q
MEASC,REGC06,E_Number_diff,2022,,,,,Q
MEASC,REGC07,A_Proportion,2022,,,,,Q
MEASC,REGC07,B_Number,2022,,,,,Q
MEASC,REGC07,C_Population,2022,60.6,6.4,54.2,67,
MEASC,REGC07,D_Proportion_diff,2022,,,,,Q
MEASC,REGC07,E_Number_diff,2022,,,,,Q
MEASC,REGC08,A_Proportion,2022,,,,,Q
MEASC,REGC08,B_Number,2022,,,,,Q
MEASC,REGC08,C_Population,2022,108.2,11.8,96.4,120,
MEASC,REGC08,D_Proportion_diff,2022,,,,,Q
MEASC,REGC08,E_Number_diff,2022,,,,,Q
MEASC,REGC09,A_Proportion,2022,,,,,Q
MEASC,REGC09,B_Number,2022,,,,,Q
MEASC,REGC09,C_Population,2022,46.1,4.7,41.3,50.8,
MEASC,REGC09,D_Proportion_diff,2022,,,,,Q
MEASC,REGC09,E_Number_diff,2022,,,,,Q
MEASC,REGC10,A_Proportion,2022,,,,,Q
MEASC,REGC10,B_Number,2022,,,,,Q
MEASC,REGC10,C_Population,2022,127.8,12.9,114.9,140.6,
MEASC,REGC10,D_Proportion_diff,2022,,,,,Q
MEASC,REGC10,E_Number_diff,2022,,,,,Q
MEASC,REGC11,A_Proportion,2022,,,,,Q
MEASC,REGC11,B_Number,2022,,,,,Q
MEASC,REGC11,C_Population,2022,49.3,9,40.3,58.3,
MEASC,REGC11,D_Proportion_diff,2022,,,,,Q
MEASC,REGC11,E_Number_diff,2022,,,,,Q
MEASC,REGC12,A_Proportion,2022,,,,,Q
MEASC,REGC12,B_Number,2022,,,,,Q
MEASC,REGC12,C_Population,2022,22.4,3,19.4,25.4,
MEASC,REGC12,D_Proportion_diff,2022,,,,,Q
MEASC,REGC12,E_Number_diff,2022,,,,,Q
MEASC,REGC99,A_Proportion,2022,10.5,1.5,8.9,12,
MEASC,REGC99,B_Number,2022,120.3,17.5,102.8,137.8,
MEASC,REGC99,C_Population,2022,1149.4,1,1148.4,1150.4,
MEASC,REGC99,D_Proportion_diff,2022,-0.5,1.7,-2.2,1.2,
MEASC,REGC99,E_Number_diff,2022,-5.4,19.7,-25.1,14.3,
MEASE,DISD01,A_Proportion,2022,28.1,5.2,22.9,33.3,
MEASE,DISD01,B_Number,2022,30.6,7,23.5,37.6,
MEASE,DISD01,C_Population,2022,108.8,13.2,95.5,122,
MEASE,DISD01,D_Proportion_diff,2022,1.9,6.5,-4.6,8.3,
MEASE,DISD01,E_Number_diff,2022,-2.3,8.4,-10.7,6.1,
MEASE,DISD02,A_Proportion,2022,19.4,2,17.4,21.4,
MEASE,DISD02,B_Number,2022,178.6,18.7,159.9,197.3,
MEASE,DISD02,C_Population,2022,920.3,16.4,903.9,936.7,
MEASE,DISD02,D_Proportion_diff,2022,-1,2.4,-3.4,1.5,
MEASE,DISD02,E_Number_diff,2022,-4.5,22.1,-26.6,17.6,
MEASE,DISH01,A_Proportion,2022,28.4,4.2,24.1,32.6,
MEASE,DISH01,B_Number,2022,90,15.2,74.8,105.3,
MEASE,DISH01,C_Population,2022,317.5,24,293.5,341.5,
MEASE,DISH01,D_Proportion_diff,2022,1.8,5.1,-3.3,6.9,
MEASE,DISH01,E_Number_diff,2022,-4.5,18.6,-23.1,14,
MEASE,DISH02,A_Proportion,2022,17.2,2.2,15,19.5,
MEASE,DISH02,B_Number,2022,143.6,20,123.6,163.5,
MEASE,DISH02,C_Population,2022,833.1,24,809.1,857.1,
MEASE,DISH02,D_Proportion_diff,2022,-0.8,2.8,-3.5,2,
MEASE,DISH02,E_Number_diff,2022,0.8,24.4,-23.6,25.2,
MEASE,DISH99,A_Proportion,2022,20.3,2,18.3,22.3,
MEASE,DISH99,B_Number,2022,233.6,22.6,211,256.2,
MEASE,DISH99,C_Population,2022,1150.5, , , ,NA
MEASE,DISH99,D_Proportion_diff,2022,-0.3,2.4,-2.7,2,
MEASE,DISH99,E_Number_diff,2022,-3.7,27.3,-31,23.6,
MEASE,ETHG01,A_Proportion,2022,16.4,2.3,14.1,18.7,
MEASE,ETHG01,B_Number,2022,122.3,18.4,104,140.7,
MEASE,ETHG01,C_Population,2022,746.4,27.6,718.8,774,
MEASE,ETHG01,D_Proportion_diff,2022,0.7,2.8,-2.1,3.4,
MEASE,ETHG01,E_Number_diff,2022,4.5,22.4,-17.9,27,
MEASE,ETHG02,A_Proportion,2022,24.4,3.6,20.8,28.1,
MEASE,ETHG02,B_Number,2022,74.9,12.1,62.8,87,
MEASE,ETHG02,C_Population,2022,306.4,21,285.4,327.5,
MEASE,ETHG02,D_Proportion_diff,2022,-4.8,4.4,-9.2,-0.4,
MEASE,ETHG02,E_Number_diff,2022,-11.6,14.8,-26.4,3.2,
MEASE,ETHG03,A_Proportion,2022,30,6.3,23.7,36.3,
MEASE,ETHG03,B_Number,2022,48.7,12.5,36.2,61.3,
MEASE,ETHG03,C_Population,2022,162.4,21,141.4,183.4,
MEASE,ETHG03,D_Proportion_diff,2022,3.9,6.8,-2.9,10.7,
MEASE,ETHG03,E_Number_diff,2022,10.9,12.8,-1.9,23.7,
MEASE,ETHG04,A_Proportion,2022,16.5,4.1,12.3,20.6,
MEASE,ETHG04,B_Number,2022,33.7,8.9,24.8,42.6,
MEASE,ETHG04,C_Population,2022,204.6,21.1,183.5,225.7,
MEASE,ETHG04,D_Proportion_diff,2022,-6.4,4.8,-11.2,-1.6,
MEASE,ETHG04,E_Number_diff,2022,-15.3,11,-26.3,-4.3,
MEASE,ETHG05,A_Proportion,2022,23.2,13.2,10,36.4,
MEASE,ETHG05,B_Number,2022,5.7,3.8,1.9,9.5,
MEASE,ETHG05,C_Population,2022,24.6,6.8,17.8,31.4,
MEASE,ETHG05,D_Proportion_diff,2022,-2.3,18.6,-20.9,16.4,
MEASE,ETHG05,E_Number_diff,2022,-1.2,5.6,-6.7,4.4,
MEASE,ETHG06,A_Proportion,2022,13.6,10.5,3.1,24.1,
MEASE,ETHG06,B_Number,2022,2.2,1.6,0.6,3.8,
MEASE,ETHG06,C_Population,2022,16.3,7.3,9,23.6,
MEASE,ETHG06,D_Proportion_diff,2022,-7.5,14.3,-21.8,6.7,
MEASE,ETHG06,E_Number_diff,2022,-1.2,2.3,-3.4,1.1,
MEASE,ETHG99,A_Proportion,2022,20.3,2,18.3,22.3,
MEASE,ETHG99,B_Number,2022,233.6,22.6,211,256.2,
MEASE,ETHG99,C_Population,2022,1150.5, , , ,NA
MEASE,ETHG99,D_Proportion_diff,2022,-0.3,2.4,-2.7,2,
MEASE,ETHG99,E_Number_diff,2022,-3.7,27.3,-31,23.6,
MEASE,REGC01,A_Proportion,2022,,,,,Q
MEASE,REGC01,B_Number,2022,,,,,Q
MEASE,REGC01,C_Population,2022,51.9,4.4,47.5,56.3,
MEASE,REGC01,D_Proportion_diff,2022,,,,,Q
MEASE,REGC01,E_Number_diff,2022,,,,,Q
MEASE,REGC02,A_Proportion,2022,,,,,Q
MEASE,REGC02,B_Number,2022,,,,,Q
MEASE,REGC02,C_Population,2022,401.6,16.6,385,418.3,
MEASE,REGC02,D_Proportion_diff,2022,,,,,Q
MEASE,REGC02,E_Number_diff,2022,,,,,Q
MEASE,REGC03,A_Proportion,2022,,,,,Q
MEASE,REGC03,B_Number,2022,,,,,Q
MEASE,REGC03,C_Population,2022,117.2,8.6,108.6,125.8,
MEASE,REGC03,D_Proportion_diff,2022,,,,,Q
MEASE,REGC03,E_Number_diff,2022,,,,,Q
MEASE,REGC04,A_Proportion,2022,,,,,Q
MEASE,REGC04,B_Number,2022,,,,,Q
MEASE,REGC04,C_Population,2022,82.9,8.8,74.1,91.7,
MEASE,REGC04,D_Proportion_diff,2022,,,,,Q
MEASE,REGC04,E_Number_diff,2022,,,,,Q
MEASE,REGC05,A_Proportion,2022,,,,,Q
MEASE,REGC05,B_Number,2022,,,,,Q
MEASE,REGC05,C_Population,2022,51.4,6.6,44.7,58,
MEASE,REGC05,D_Proportion_diff,2022,,,,,Q
MEASE,REGC05,E_Number_diff,2022,,,,,Q
MEASE,REGC06,A_Proportion,2022,,,,,Q
MEASE,REGC06,B_Number,2022,,,,,Q
MEASE,REGC06,C_Population,2022,32.5,3.9,28.5,36.4,
MEASE,REGC06,D_Proportion_diff,2022,,,,,Q
MEASE,REGC06,E_Number_diff,2022,,,,,Q
MEASE,REGC07,A_Proportion,2022,,,,,Q
MEASE,REGC07,B_Number,2022,,,,,Q
MEASE,REGC07,C_Population,2022,59.8,6,53.9,65.8,
MEASE,REGC07,D_Proportion_diff,2022,,,,,Q
MEASE,REGC07,E_Number_diff,2022,,,,,Q
MEASE,REGC08,A_Proportion,2022,,,,,Q
MEASE,REGC08,B_Number,2022,,,,,Q
MEASE,REGC08,C_Population,2022,109,11.4,97.6,120.4,
MEASE,REGC08,D_Proportion_diff,2022,,,,,Q
MEASE,REGC08,E_Number_diff,2022,,,,,Q
MEASE,REGC09,A_Proportion,2022,,,,,Q
MEASE,REGC09,B_Number,2022,,,,,Q
MEASE,REGC09,C_Population,2022,46,4.4,41.5,50.4,
MEASE,REGC09,D_Proportion_diff,2022,,,,,Q
MEASE,REGC09,E_Number_diff,2022,,,,,Q
MEASE,REGC10,A_Proportion,2022,,,,,Q
MEASE,REGC10,B_Number,2022,,,,,Q
MEASE,REGC10,C_Population,2022,128.2,12.8,115.4,141,
MEASE,REGC10,D_Proportion_diff,2022,,,,,Q
MEASE,REGC10,E_Number_diff,2022,,,,,Q
MEASE,REGC11,A_Proportion,2022,,,,,Q
MEASE,REGC11,B_Number,2022,,,,,Q
MEASE,REGC11,C_Population,2022,48,8.8,39.2,56.7,
MEASE,REGC11,D_Proportion_diff,2022,,,,,Q
MEASE,REGC11,E_Number_diff,2022,,,,,Q
MEASE,REGC12,A_Proportion,2022,,,,,Q
MEASE,REGC12,B_Number,2022,,,,,Q
MEASE,REGC12,C_Population,2022,22.1,3.4,18.7,25.4,
MEASE,REGC12,D_Proportion_diff,2022,,,,,Q
MEASE,REGC12,E_Number_diff,2022,,,,,Q
MEASE,REGC99,A_Proportion,2022,20.3,2,18.3,22.3,
MEASE,REGC99,B_Number,2022,233.6,22.6,211,256.2,
MEASE,REGC99,C_Population,2022,1150.5, , , ,NA
MEASE,REGC99,D_Proportion_diff,2022,-0.3,2.4,-2.7,2,
MEASE,REGC99,E_Number_diff,2022,-3.7,27.3,-31,23.6,
MEASF,DISD01,A_Proportion,2022,31.8,4.7,27.1,36.5,
MEASF,DISD01,B_Number,2022,34.6,6.9,27.7,41.5,
MEASF,DISD01,C_Population,2022,108.8,13.2,95.5,122,
MEASF,DISD01,D_Proportion_diff,2022,-0.6,6.1,-6.7,5.5,
MEASF,DISD01,E_Number_diff,2022,-6,8.2,-14.2,2.2,
MEASF,DISD02,A_Proportion,2022,27.4,2.2,25.2,29.6,
MEASF,DISD02,B_Number,2022,251.9,21.1,230.8,273,
MEASF,DISD02,C_Population,2022,920.3,16.4,903.9,936.7,
MEASF,DISD02,D_Proportion_diff,2022,0.5,2.8,-2.3,3.3,
MEASF,DISD02,E_Number_diff,2022,10.4,25.6,-15.2,36,
MEASF,DISH01,A_Proportion,2022,33.5,4.1,29.4,37.5,
MEASF,DISH01,B_Number,2022,106.2,14.8,91.5,121,
MEASF,DISH01,C_Population,2022,317.5,24,293.5,341.5,
MEASF,DISH01,D_Proportion_diff,2022,2,5,-3,6.9,
MEASF,DISH01,E_Number_diff,2022,-5.8,18.2,-24,12.4,
MEASF,DISH02,A_Proportion,2022,25.6,2.4,23.1,28,
MEASF,DISH02,B_Number,2022,212.9,22.4,190.5,235.4,
MEASF,DISH02,C_Population,2022,833.1,24,809.1,857.1,
MEASF,DISH02,D_Proportion_diff,2022,-0.1,3.2,-3.3,3.1,
MEASF,DISH02,E_Number_diff,2022,9.4,28.3,-18.9,37.7,
MEASF,DISH99,A_Proportion,2022,27.7,2.1,25.6,29.8,
MEASF,DISH99,B_Number,2022,319.2,24.2,295,343.3,
MEASF,DISH99,C_Population,2022,1150.5, , , ,NA
MEASF,DISH99,D_Proportion_diff,2022,0.3,2.7,-2.4,3,
MEASF,DISH99,E_Number_diff,2022,3.6,30.8,-27.2,34.4,
MEASF,ETHG01,A_Proportion,2022,23.5,2.4,21.2,25.9,
MEASF,ETHG01,B_Number,2022,175.7,18.1,157.6,193.7,
MEASF,ETHG01,C_Population,2022,746.4,27.6,718.8,774,
MEASF,ETHG01,D_Proportion_diff,2022,0.3,3.1,-2.8,3.4,
MEASF,ETHG01,E_Number_diff,2022,1.8,24,-22.2,25.8,
MEASF,ETHG02,A_Proportion,2022,31.6,3.8,27.8,35.5,
MEASF,ETHG02,B_Number,2022,96.9,13.2,83.7,110.1,
MEASF,ETHG02,C_Population,2022,306.4,21,285.4,327.5,
MEASF,ETHG02,D_Proportion_diff,2022,-1,4.7,-5.7,3.7,
MEASF,ETHG02,E_Number_diff,2022,0.4,16,-15.6,16.4,
MEASF,ETHG03,A_Proportion,2022,35,5.9,29,40.9,
MEASF,ETHG03,B_Number,2022,56.8,12.5,44.3,69.2,
MEASF,ETHG03,C_Population,2022,162.4,21,141.4,183.4,
MEASF,ETHG03,D_Proportion_diff,2022,2.8,6.4,-3.6,9.2,
MEASF,ETHG03,E_Number_diff,2022,10.2,13.2,-3,23.4,
MEASF,ETHG04,A_Proportion,2022,30.9,4.8,26.1,35.7,
MEASF,ETHG04,B_Number,2022,63.2,11.7,51.5,74.9,
MEASF,ETHG04,C_Population,2022,204.6,21.1,183.5,225.7,
MEASF,ETHG04,D_Proportion_diff,2022,-0.6,6.1,-6.7,5.6,
MEASF,ETHG04,E_Number_diff,2022,-4.2,14.1,-18.4,9.9,
MEASF,ETHG05,A_Proportion,2022,36.3,14.6,21.8,50.9,
MEASF,ETHG05,B_Number,2022,8.9,4.6,4.3,13.5,
MEASF,ETHG05,C_Population,2022,24.6,6.8,17.8,31.4,
MEASF,ETHG05,D_Proportion_diff,2022,-1.7,19.3,-21,17.6,
MEASF,ETHG05,E_Number_diff,2022,-1.4,6.5,-7.8,5.1,
MEASF,ETHG06,A_Proportion,2022,17.7,11.1,6.6,28.7,
MEASF,ETHG06,B_Number,2022,2.9,2.1,0.8,5,
MEASF,ETHG06,C_Population,2022,16.3,7.3,9,23.6,
MEASF,ETHG06,D_Proportion_diff,2022,-18.9,14.2,-33.1,-4.8,
MEASF,ETHG06,E_Number_diff,2022,-3,3,-5.9,0,
MEASF,ETHG99,A_Proportion,2022,27.7,2.1,25.6,29.8,
MEASF,ETHG99,B_Number,2022,319.2,24.2,295,343.3,
MEASF,ETHG99,C_Population,2022,1150.5, , , ,NA
MEASF,ETHG99,D_Proportion_diff,2022,0.3,2.7,-2.4,3,
MEASF,ETHG99,E_Number_diff,2022,3.6,30.8,-27.2,34.4,
MEASF,REGC01,A_Proportion,2022,,,,,Q
MEASF,REGC01,B_Number,2022,,,,,Q
MEASF,REGC01,C_Population,2022,51.9,4.4,47.5,56.3,
MEASF,REGC01,D_Proportion_diff,2022,,,,,Q
MEASF,REGC01,E_Number_diff,2022,,,,,Q
MEASF,REGC02,A_Proportion,2022,,,,,Q
MEASF,REGC02,B_Number,2022,,,,,Q
MEASF,REGC02,C_Population,2022,401.6,16.6,385,418.3,
MEASF,REGC02,D_Proportion_diff,2022,,,,,Q
MEASF,REGC02,E_Number_diff,2022,,,,,Q
MEASF,REGC03,A_Proportion,2022,,,,,Q
MEASF,REGC03,B_Number,2022,,,,,Q
MEASF,REGC03,C_Population,2022,117.2,8.6,108.6,125.8,
MEASF,REGC03,D_Proportion_diff,2022,,,,,Q
MEASF,REGC03,E_Number_diff,2022,,,,,Q
MEASF,REGC04,A_Proportion,2022,,,,,Q
MEASF,REGC04,B_Number,2022,,,,,Q
MEASF,REGC04,C_Population,2022,82.9,8.8,74.1,91.7,
MEASF,REGC04,D_Proportion_diff,2022,,,,,Q
MEASF,REGC04,E_Number_diff,2022,,,,,Q
MEASF,REGC05,A_Proportion,2022,,,,,Q
